what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303787874036
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303787874153
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303787886661
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303787886661
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1303787887987
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303787889479
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303787889509
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303787954694
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303787954694
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303787959673
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303787993476
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303787998080
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303788027749
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1303788078837
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1303788102878
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303788104622
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303788104653
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303788111205
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303788111205
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303788128658
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1303788134517
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303788142821
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303788169409
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1303788177399
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303788180436
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303788187195
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303788194604
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789100705
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789101638
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789115896
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789151895
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789154386
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1303789155757
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303789159000
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789180189
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789207664
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789218265
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789316533
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303789320284
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303789322688
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789329286
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789331070
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789490809
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303789934163
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1303789949800
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303789950018
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303789950049
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1303789981234
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303789982291
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303789982324
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303789991681
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1303790023496
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303790025484
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303790027875
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303790028003
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303790032709
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303790069753
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303790078205
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303790086678
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303790089751
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792553064
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792554477
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792559910
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792560859
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792565826
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303792651466
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792665535
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792705638
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1303792707001
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303792709156
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303792738879
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1303792782127
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1303792783210
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1303792787989
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792789654
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792789905
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1303792793856
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792795348
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792795527
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1303792801221
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1303792826436
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792827885
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792828034
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1303792866149
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1303792903465
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1303792905463
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303792906909
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1303792908239
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792935814
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792940387
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792941255
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792944331
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792945415
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792949678
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303792951692
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793022153
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303793027135
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793034351
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793038567
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793039314
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793042344
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793079302
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793081554
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1303793081578
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303793085678
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303793085730
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1303793115863
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1303793128162
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303793137092
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303793139042
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303793139042
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1303793140612
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303793142749
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793154612
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793193884
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1303793207514
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303793209164
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793234716
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793236079
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303793253097
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793266310
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1303793318047
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1303793326431
